Date,Region,Product_Type,Units_Sold,Client_Type,Sales_Channel,Service_Contract,Customer_Satisfaction,Revenue,Maintenance_Cost
2025-01-30,București,Reach Truck,3,Dealer,Dealer,No,6,50048.38,3947.27
2025-01-31,Cluj,Electric Forklift,3,Corporate,Direct,No,7,87595.0,6787.11
2025-01-31,Timișoara,Reach Truck,1,Corporate,Direct,No,7,18237.59,953.86
2025-01-31,Timișoara,Reach Truck,1,Corporate,Direct,No,6,19075.56,956.91
2025-01-31,Timișoara,Electric Forklift,2,Corporate,Dealer,No,9,57457.03,4010.86
2025-01-31,Constanța,Pallet Truck,4,Corporate,Direct,Yes,10,21614.0,1364.55
2025-02-01,București,Pallet Truck,3,Dealer,Dealer,No,6,17837.34,848.34
2025-02-01,Iași,Electric Forklift,3,Corporate,Dealer,Yes,6,84566.84,2603.02
2025-02-01,Timișoara,Pallet Truck,4,Corporate,Direct,No,7,21801.55,1066.77
2025-02-01,Timișoara,Pallet Truck,2,Corporate,Dealer,No,7,10695.74,512.19
2025-02-01,Iași,Order Picker,2,SME,Direct,No,10,27400.21,1558.57
2025-02-02,Timișoara,Order Picker,4,Corporate,Direct,Yes,8,47513.78,1750.72
2025-02-02,București,Reach Truck,2,Dealer,Dealer,No,6,40490.57,2550.58
2025-02-02,Constanța,Pallet Truck,5,Dealer,Direct,No,10,25062.33,919.52
2025-02-02,Cluj,Electric Forklift,4,SME,Direct,No,10,112351.7,7796.64
2025-02-03,Timișoara,Pallet Truck,4,SME,Direct,Yes,6,23702.84,1056.85
2025-02-03,Cluj,Order Picker,3,Corporate,Direct,Yes,7,35015.29,1393.13
2025-02-03,București,Order Picker,1,SME,Dealer,Yes,8,12860.84,1028.74
2025-02-03,București,Electric Forklift,4,SME,Direct,Yes,6,101754.54,5327.72
2025-02-03,Iași,Order Picker,5,Corporate,Direct,No,9,57064.45,2515.03
2025-02-03,București,Reach Truck,2,Dealer,Direct,Yes,6,36546.65,2466.61
2025-02-03,București,Electric Forklift,5,Dealer,Direct,No,9,134597.02,4609.54
2025-02-03,Constanța,Pallet Truck,5,Dealer,Direct,Yes,6,27340.86,1362.63
2025-02-04,Timișoara,Electric Forklift,2,Dealer,Direct,Yes,10,54066.11,3918.85
2025-02-04,București,Pallet Truck,4,Corporate,Direct,Yes,7,21887.51,1224.29
2025-02-04,București,Order Picker,5,SME,Dealer,Yes,7,65711.01,3124.47
2025-02-04,București,Electric Forklift,2,Corporate,Direct,No,7,55848.64,2489.73
2025-02-04,Timișoara,Pallet Truck,5,Corporate,Dealer,No,10,25908.37,1925.46
2025-02-04,București,Reach Truck,2,Dealer,Direct,Yes,6,35806.59,2157.43
2025-02-04,Timișoara,Order Picker,3,SME,Dealer,Yes,6,34664.43,2698.03
2025-02-04,București,Order Picker,5,SME,Direct,No,9,57337.91,2832.16
2025-02-04,Iași,Reach Truck,2,Corporate,Dealer,Yes,10,34310.65,1476.97
2025-02-05,Constanța,Reach Truck,3,Corporate,Direct,Yes,6,60902.81,2781.63
2025-02-05,Iași,Electric Forklift,5,Corporate,Direct,No,9,131802.2,6445.12
2025-02-05,Cluj,Reach Truck,3,Corporate,Direct,Yes,10,63823.85,3907.73
2025-02-05,Timișoara,Reach Truck,2,SME,Dealer,Yes,7,33625.67,1955.55
2025-02-06,Timișoara,Reach Truck,2,Dealer,Dealer,No,9,35651.6,1331.95
2025-02-06,Timișoara,Pallet Truck,3,SME,Direct,No,8,17530.42,1244.23
2025-02-06,Cluj,Reach Truck,4,SME,Dealer,No,9,86347.65,3553.46
2025-02-07,Iași,Pallet Truck,4,Corporate,Dealer,Yes,9,19969.23,1000.37
2025-02-07,Iași,Electric Forklift,3,Dealer,Dealer,Yes,9,89292.88,5616.47
2025-02-07,București,Reach Truck,3,SME,Direct,No,10,61607.4,3373.3
2025-02-07,Constanța,Order Picker,4,SME,Dealer,Yes,8,57308.18,2356.49
2025-02-07,Constanța,Order Picker,5,Dealer,Direct,No,6,63646.5,2672.46
2025-02-07,Constanța,Order Picker,1,Corporate,Direct,No,7,13623.76,901.16
2025-02-07,București,Reach Truck,4,SME,Direct,Yes,8,65066.19,4890.19
2025-02-07,București,Reach Truck,1,Dealer,Direct,Yes,10,17120.19,1260.34
2025-02-08,Iași,Pallet Truck,1,Corporate,Direct,No,10,4705.25,373.01
2025-02-09,Iași,Order Picker,2,Dealer,Direct,Yes,9,27306.14,924.56
2025-02-09,Constanța,Electric Forklift,4,Corporate,Dealer,No,7,96110.18,5827.56
2025-02-09,Iași,Reach Truck,2,SME,Dealer,No,8,40903.27,2971.08
2025-02-09,Iași,Pallet Truck,2,Corporate,Direct,No,6,10641.98,712.36
2025-02-09,Iași,Reach Truck,5,SME,Dealer,Yes,9,103944.05,6734.24
2025-02-10,Constanța,Order Picker,5,SME,Direct,Yes,9,68797.87,3286.77
2025-02-10,București,Reach Truck,5,SME,Dealer,Yes,10,100372.71,3399.36
2025-02-10,Cluj,Reach Truck,4,Corporate,Direct,Yes,8,83087.18,2862.59
2025-02-10,Timișoara,Reach Truck,2,Dealer,Dealer,No,6,33482.75,1641.54
2025-02-10,Constanța,Order Picker,5,SME,Direct,Yes,10,56281.18,2968.15
2025-02-10,Cluj,Reach Truck,2,Dealer,Direct,Yes,9,39675.29,2974.89
2025-02-11,Cluj,Electric Forklift,2,Corporate,Direct,Yes,10,57968.51,4049.91
2025-02-11,Iași,Pallet Truck,2,Corporate,Direct,Yes,10,11019.84,701.28
2025-02-11,Iași,Pallet Truck,2,Corporate,Dealer,Yes,8,9417.7,680.8
2025-02-11,Cluj,Pallet Truck,2,Corporate,Direct,Yes,10,9886.22,529.79
2025-02-11,Timișoara,Electric Forklift,4,Corporate,Direct,Yes,8,97109.02,3454.69
2025-02-11,Timișoara,Pallet Truck,3,Corporate,Direct,No,6,14178.34,633.05
2025-02-12,Iași,Electric Forklift,5,Corporate,Dealer,Yes,6,132778.78,5511.0
2025-02-12,Cluj,Order Picker,4,Corporate,Direct,No,6,50638.38,2329.11
2025-02-13,Timișoara,Order Picker,5,SME,Direct,Yes,8,65471.33,3433.82
2025-02-13,Constanța,Electric Forklift,4,SME,Direct,No,6,100818.7,6530.49
2025-02-13,Cluj,Order Picker,1,Corporate,Direct,No,7,12477.29,896.94
2025-02-14,Timișoara,Pallet Truck,3,SME,Dealer,No,8,16436.66,1282.48
2025-02-14,Cluj,Pallet Truck,5,Corporate,Direct,No,9,28592.8,1281.53
2025-02-14,Constanța,Order Picker,1,Corporate,Dealer,Yes,7,12721.56,575.13
2025-02-14,Timișoara,Order Picker,1,Corporate,Direct,No,8,11504.77,712.85
2025-02-14,Timișoara,Order Picker,2,SME,Dealer,Yes,8,27511.89,920.97
2025-02-15,Iași,Pallet Truck,1,Corporate,Dealer,Yes,8,4910.61,193.09
2025-02-15,Iași,Pallet Truck,4,Dealer,Direct,Yes,8,18371.08,813.35
2025-02-15,Cluj,Order Picker,2,Corporate,Direct,No,10,21733.44,1301.66
2025-02-15,București,Reach Truck,4,SME,Direct,Yes,10,72194.25,5057.77
2025-02-15,Cluj,Pallet Truck,5,Corporate,Direct,Yes,6,28464.58,1834.91
2025-02-15,Timișoara,Order Picker,2,Dealer,Direct,No,9,27160.97,1045.91
2025-02-15,Cluj,Order Picker,2,Corporate,Dealer,Yes,10,22478.75,1090.03
2025-02-15,Timișoara,Pallet Truck,2,Corporate,Dealer,No,7,9204.48,461.1
2025-02-15,Constanța,Order Picker,4,SME,Direct,No,8,47423.84,2667.76
2025-02-16,Timișoara,Pallet Truck,4,Corporate,Direct,Yes,10,18920.83,1377.65
2025-02-16,Constanța,Order Picker,1,SME,Direct,No,10,12846.63,1021.43
2025-02-16,Constanța,Pallet Truck,1,SME,Dealer,No,9,5274.55,296.91
2025-02-16,Timișoara,Electric Forklift,3,SME,Direct,Yes,10,70820.48,3854.17
2025-02-16,Iași,Reach Truck,1,Corporate,Direct,Yes,9,16501.35,1146.0
2025-02-17,Constanța,Reach Truck,4,SME,Direct,Yes,7,79282.02,6171.77
2025-02-17,Iași,Reach Truck,5,Dealer,Direct,Yes,9,96092.15,4086.78
2025-02-17,Timișoara,Order Picker,2,Corporate,Dealer,No,8,25051.21,869.05
2025-02-17,Constanța,Pallet Truck,2,SME,Dealer,Yes,7,9867.22,762.61
2025-02-17,Iași,Order Picker,2,SME,Dealer,Yes,6,23711.67,1615.41
2025-02-17,Cluj,Reach Truck,1,Dealer,Direct,Yes,7,20422.6,957.96
2025-02-17,Cluj,Electric Forklift,4,Dealer,Dealer,Yes,6,108420.16,7463.19
2025-02-17,Timișoara,Electric Forklift,5,Corporate,Direct,No,10,127145.81,4303.44
2025-02-17,București,Reach Truck,3,Corporate,Direct,Yes,6,54041.12,2193.67
2025-02-18,Constanța,Electric Forklift,5,Corporate,Dealer,Yes,7,117845.46,5239.95
2025-02-18,Iași,Electric Forklift,5,Dealer,Direct,No,6,139320.13,8026.42
2025-02-18,București,Pallet Truck,2,Corporate,Direct,No,9,11173.79,562.51
2025-02-18,Cluj,Electric Forklift,4,Corporate,Direct,Yes,8,97315.19,6853.31
2025-02-18,Iași,Order Picker,4,Corporate,Direct,Yes,6,56597.43,2074.2
2025-02-18,București,Pallet Truck,2,Corporate,Direct,Yes,8,9689.33,672.95
2025-02-18,Constanța,Reach Truck,1,Corporate,Direct,No,9,20639.87,763.71
2025-02-19,Cluj,Electric Forklift,3,Corporate,Direct,Yes,8,83359.32,4446.71
2025-02-19,București,Pallet Truck,5,Dealer,Direct,No,6,26662.69,1398.99
2025-02-19,Iași,Reach Truck,4,Corporate,Dealer,Yes,10,79554.54,4924.17
2025-02-19,București,Electric Forklift,4,Corporate,Direct,Yes,8,95404.24,6254.21
2025-02-19,Constanța,Order Picker,4,SME,Direct,No,10,46883.53,1714.17
2025-02-19,București,Reach Truck,1,Corporate,Direct,Yes,6,18965.79,1274.46
2025-02-19,Constanța,Pallet Truck,5,SME,Direct,No,9,27668.55,1859.14
2025-02-19,Cluj,Electric Forklift,4,Corporate,Direct,Yes,9,111352.09,4110.49
2025-02-20,Constanța,Pallet Truck,4,SME,Direct,No,9,19381.95,1284.92
2025-02-20,Timișoara,Reach Truck,5,Corporate,Dealer,Yes,9,83254.55,3524.57
2025-02-20,Constanța,Order Picker,1,SME,Dealer,Yes,6,10938.36,814.79
2025-02-20,Iași,Reach Truck,2,Corporate,Direct,Yes,6,34331.45,1962.65
2025-02-20,Iași,Reach Truck,4,SME,Direct,No,8,74763.08,4348.3
2025-02-20,Cluj,Order Picker,3,Corporate,Dealer,No,10,37504.64,2668.78
2025-02-20,București,Reach Truck,4,Corporate,Dealer,Yes,7,69281.12,3865.48
2025-02-20,București,Reach Truck,5,SME,Dealer,Yes,10,87633.0,6136.17
2025-02-20,Timișoara,Pallet Truck,4,Corporate,Dealer,Yes,8,23563.52,1875.58
2025-02-21,Iași,Order Picker,3,SME,Direct,Yes,9,36178.29,1381.7
2025-02-21,Constanța,Order Picker,3,Corporate,Dealer,No,7,41541.36,1458.29
2025-02-22,București,Reach Truck,2,Dealer,Direct,Yes,6,33786.48,2065.46
2025-02-22,București,Order Picker,2,Dealer,Direct,Yes,7,24192.11,1867.25
2025-02-22,Constanța,Order Picker,1,Corporate,Direct,Yes,7,12343.24,651.88
2025-02-22,Timișoara,Electric Forklift,5,Corporate,Direct,No,8,119452.49,4843.44
2025-02-22,Timișoara,Pallet Truck,1,Corporate,Direct,Yes,9,4999.15,315.4
2025-02-22,Cluj,Pallet Truck,4,Corporate,Dealer,Yes,10,23756.18,1036.1
2025-02-22,Constanța,Order Picker,4,Corporate,Direct,Yes,8,51302.33,2915.92
2025-02-22,Constanța,Pallet Truck,5,SME,Direct,Yes,8,26118.35,1202.82
2025-02-23,Iași,Electric Forklift,4,Dealer,Dealer,Yes,6,119900.38,9255.74
2025-02-23,Constanța,Order Picker,4,Corporate,Direct,Yes,9,50728.62,2593.61
2025-02-23,Constanța,Pallet Truck,2,Corporate,Direct,Yes,7,11719.28,803.06
2025-02-23,Iași,Pallet Truck,1,SME,Direct,No,8,5940.51,197.48
2025-02-23,București,Pallet Truck,1,Corporate,Direct,Yes,6,4952.63,340.34
2025-02-23,Constanța,Pallet Truck,2,Corporate,Direct,No,9,11222.99,869.47
2025-02-23,București,Pallet Truck,3,SME,Dealer,Yes,7,17397.88,1247.18
2025-02-24,Timișoara,Pallet Truck,4,Corporate,Dealer,Yes,10,19925.53,889.83
2025-02-24,Constanța,Order Picker,4,Corporate,Direct,No,6,56358.85,2972.9
2025-02-24,Timișoara,Pallet Truck,2,SME,Direct,Yes,6,11579.7,922.8
2025-02-24,București,Reach Truck,5,Corporate,Dealer,Yes,10,90069.28,6265.83
2025-02-24,Cluj,Electric Forklift,2,SME,Direct,No,7,53575.18,3705.77
2025-02-25,Timișoara,Reach Truck,5,Corporate,Direct,Yes,10,88357.15,3920.34
2025-02-25,Cluj,Pallet Truck,1,Dealer,Direct,Yes,10,5693.41,322.89
2025-02-25,București,Pallet Truck,4,SME,Direct,Yes,10,18777.57,952.65
2025-02-25,București,Electric Forklift,1,Corporate,Direct,No,8,29607.74,1423.91
2025-02-25,Timișoara,Electric Forklift,5,Dealer,Dealer,Yes,10,144337.56,9353.48
2025-02-25,Iași,Order Picker,1,SME,Direct,Yes,7,14148.09,940.27
2025-02-26,Constanța,Reach Truck,1,Corporate,Direct,Yes,6,20688.68,1555.09
2025-02-26,București,Pallet Truck,3,Corporate,Direct,Yes,9,15547.26,500.53
2025-02-26,Timișoara,Pallet Truck,3,Corporate,Direct,Yes,8,15376.08,920.1
2025-02-26,Constanța,Order Picker,5,SME,Direct,No,10,68553.71,5034.99
2025-02-27,Timișoara,Pallet Truck,3,Corporate,Direct,No,9,16532.03,907.48
2025-02-27,Timișoara,Pallet Truck,3,Corporate,Direct,Yes,8,13916.88,571.04
2025-02-27,Constanța,Reach Truck,4,Corporate,Direct,No,6,83957.46,2764.97
2025-02-27,Constanța,Pallet Truck,3,SME,Direct,Yes,7,14071.61,726.12
2025-02-27,Iași,Electric Forklift,5,Corporate,Direct,No,8,142115.75,5017.27
2025-02-28,Cluj,Order Picker,4,Corporate,Direct,No,8,44892.53,3228.24
2025-02-28,Cluj,Reach Truck,5,SME,Dealer,Yes,6,96001.34,6701.7
2025-02-28,Iași,Pallet Truck,2,Dealer,Direct,Yes,8,10003.44,413.84
2025-03-01,Iași,Electric Forklift,2,Dealer,Dealer,Yes,8,48346.7,2437.67
2025-03-01,Iași,Reach Truck,3,Dealer,Direct,No,8,55156.48,2744.65
2025-03-01,Constanța,Pallet Truck,1,Dealer,Direct,No,10,5754.45,203.13
2025-03-01,București,Order Picker,3,SME,Direct,Yes,7,36688.11,1291.4
2025-03-01,București,Pallet Truck,4,SME,Direct,Yes,10,23397.51,1869.44
2025-03-02,Timișoara,Electric Forklift,4,Dealer,Dealer,No,10,99916.81,7654.51
2025-03-02,Cluj,Pallet Truck,5,Corporate,Dealer,No,10,25034.25,1308.85
2025-03-02,Iași,Pallet Truck,4,Corporate,Direct,Yes,10,21574.86,1203.29
2025-03-02,Iași,Pallet Truck,5,SME,Direct,No,9,22539.31,853.96
2025-03-02,Iași,Electric Forklift,4,Corporate,Dealer,Yes,6,107981.37,6417.28
2025-03-03,Cluj,Electric Forklift,4,Corporate,Direct,Yes,9,104861.93,6856.03
2025-03-03,Iași,Electric Forklift,2,SME,Dealer,Yes,7,57977.02,2890.42
2025-03-03,Constanța,Order Picker,5,Corporate,Direct,No,10,63187.14,3417.93
2025-03-03,Timișoara,Electric Forklift,1,Corporate,Direct,No,6,24800.68,1040.52
2025-03-03,Timișoara,Electric Forklift,2,Corporate,Direct,Yes,8,45867.83,2862.69
2025-03-04,București,Electric Forklift,4,SME,Direct,Yes,10,99473.93,3639.57
2025-03-04,Timișoara,Electric Forklift,3,Corporate,Dealer,Yes,8,67855.43,3804.28
2025-03-04,Constanța,Order Picker,3,SME,Direct,Yes,10,35016.92,1520.89
2025-03-04,Constanța,Reach Truck,5,SME,Direct,No,6,93804.65,6846.79
2025-03-04,Constanța,Order Picker,2,Corporate,Dealer,Yes,8,26345.54,1152.65
2025-03-04,București,Order Picker,3,Dealer,Direct,Yes,9,41584.87,2204.57
2025-03-04,Cluj,Electric Forklift,2,Corporate,Dealer,No,10,52603.68,2581.6
2025-03-05,Cluj,Order Picker,2,SME,Direct,Yes,7,27441.78,1264.21
2025-03-05,Constanța,Reach Truck,5,SME,Dealer,Yes,6,82779.23,4860.24
2025-03-05,Timișoara,Reach Truck,2,Corporate,Direct,Yes,8,42927.84,2419.75
2025-03-05,Constanța,Electric Forklift,2,Corporate,Direct,Yes,6,45035.68,1596.58
2025-03-06,Iași,Electric Forklift,5,SME,Dealer,Yes,7,131602.85,5918.36
2025-03-06,Timișoara,Pallet Truck,1,SME,Direct,No,10,4676.74,321.33
2025-03-06,Timișoara,Order Picker,3,Dealer,Dealer,Yes,10,37615.79,2093.47
2025-03-06,București,Order Picker,1,Corporate,Direct,Yes,7,11351.26,413.22
2025-03-06,Cluj,Order Picker,1,Dealer,Direct,No,10,13527.1,771.86
2025-03-06,București,Reach Truck,4,Corporate,Direct,Yes,9,72530.15,3460.8
2025-03-06,Iași,Pallet Truck,5,SME,Direct,Yes,7,23047.37,1750.73
2025-03-06,București,Pallet Truck,1,Corporate,Direct,No,7,5323.86,322.59
2025-03-06,Constanța,Electric Forklift,1,Corporate,Direct,Yes,7,24079.0,1901.22
2025-03-07,Timișoara,Pallet Truck,1,Corporate,Direct,Yes,10,5802.64,370.94
2025-03-07,Iași,Electric Forklift,2,Dealer,Direct,No,9,56887.11,2602.5
2025-03-07,București,Pallet Truck,1,SME,Direct,Yes,7,4596.97,284.01
2025-03-07,Constanța,Pallet Truck,3,SME,Direct,No,8,14962.98,842.78
2025-03-07,București,Order Picker,5,Corporate,Direct,Yes,8,71968.18,4294.14
2025-03-07,Cluj,Electric Forklift,3,SME,Direct,Yes,9,71439.61,4927.0
2025-03-08,București,Electric Forklift,3,Dealer,Direct,No,6,71910.44,3987.08
2025-03-08,Cluj,Electric Forklift,2,Corporate,Dealer,No,8,55933.87,3258.83
2025-03-08,Timișoara,Reach Truck,1,Corporate,Direct,No,7,20087.88,959.33
2025-03-09,Iași,Pallet Truck,2,SME,Direct,Yes,6,10049.88,390.15
2025-03-09,Iași,Pallet Truck,1,Corporate,Dealer,Yes,9,5054.18,166.04
2025-03-09,Timișoara,Order Picker,4,Corporate,Direct,Yes,9,55275.62,1948.46
2025-03-10,Iași,Pallet Truck,2,Corporate,Direct,Yes,10,10537.35,661.0
2025-03-10,Cluj,Order Picker,2,Corporate,Dealer,Yes,10,26722.95,1580.2
2025-03-11,București,Electric Forklift,2,SME,Direct,No,9,48854.4,3459.36
2025-03-11,Constanța,Pallet Truck,5,SME,Direct,No,9,29840.5,1463.37
2025-03-12,Iași,Order Picker,2,Corporate,Dealer,Yes,6,26472.42,1200.1
2025-03-12,Timișoara,Pallet Truck,5,SME,Dealer,No,10,24284.54,1544.51
2025-03-13,Cluj,Electric Forklift,5,SME,Direct,Yes,7,146482.41,5701.85
2025-03-13,Cluj,Order Picker,2,Corporate,Direct,Yes,10,24655.87,1110.13
2025-03-14,Iași,Electric Forklift,1,Corporate,Direct,Yes,7,25592.96,1544.63
2025-03-14,Iași,Electric Forklift,3,Corporate,Direct,No,6,79146.32,5215.38
2025-03-14,Timișoara,Reach Truck,4,Corporate,Direct,Yes,8,85029.18,6225.76
2025-03-15,Timișoara,Reach Truck,3,Corporate,Direct,No,10,50279.03,2928.66
2025-03-15,Timișoara,Pallet Truck,5,SME,Direct,Yes,6,28650.42,2222.6
2025-03-15,București,Electric Forklift,3,Dealer,Dealer,Yes,7,83079.37,6209.94
2025-03-15,Cluj,Pallet Truck,4,SME,Dealer,Yes,9,18679.57,1376.63
2025-03-15,Iași,Electric Forklift,3,Corporate,Dealer,Yes,7,71444.17,5290.51
2025-03-15,Timișoara,Electric Forklift,5,Corporate,Direct,No,9,145722.09,9958.2
2025-03-15,Iași,Electric Forklift,2,Dealer,Direct,Yes,10,52677.16,2035.51
2025-03-15,București,Order Picker,3,Corporate,Dealer,Yes,9,36205.87,1634.29
2025-03-15,Timișoara,Pallet Truck,4,Dealer,Direct,No,8,21215.28,766.87
2025-03-16,Constanța,Electric Forklift,4,Corporate,Direct,No,7,95682.79,3468.72
2025-03-16,Constanța,Reach Truck,5,Corporate,Direct,Yes,7,100379.78,7509.12
2025-03-16,Constanța,Reach Truck,3,Dealer,Direct,No,7,63267.7,3005.14
2025-03-17,Timișoara,Electric Forklift,3,Dealer,Dealer,No,7,84204.25,2850.88
2025-03-17,București,Pallet Truck,3,Dealer,Direct,No,8,14092.53,587.84
2025-03-17,București,Order Picker,1,Corporate,Direct,No,8,11851.31,437.3
2025-03-18,Iași,Pallet Truck,3,Corporate,Direct,Yes,10,16363.65,971.06
2025-03-18,Timișoara,Reach Truck,3,Corporate,Direct,Yes,10,59083.24,2807.05
2025-03-18,Constanța,Pallet Truck,5,Dealer,Direct,Yes,10,23086.87,1676.85
2025-03-18,Timișoara,Pallet Truck,4,Corporate,Dealer,Yes,7,23233.05,1399.26
2025-03-19,Iași,Electric Forklift,4,Dealer,Direct,Yes,7,103190.82,7699.86
2025-03-19,Iași,Pallet Truck,1,SME,Dealer,No,8,5688.95,403.39
2025-03-19,Iași,Pallet Truck,3,Dealer,Dealer,No,8,17229.58,876.06
2025-03-19,Constanța,Order Picker,2,SME,Direct,Yes,10,23081.16,1395.67
2025-03-19,Constanța,Reach Truck,3,Dealer,Direct,No,6,54515.56,2166.17
2025-03-20,Cluj,Electric Forklift,3,SME,Direct,Yes,9,85463.63,5526.82
2025-03-20,Timișoara,Order Picker,5,Corporate,Dealer,Yes,7,64953.59,2066.78
2025-03-20,Cluj,Electric Forklift,4,SME,Direct,No,10,110269.01,7752.35
2025-03-20,Iași,Pallet Truck,5,Corporate,Dealer,Yes,10,28400.72,1465.77
2025-03-20,Constanța,Reach Truck,4,Corporate,Direct,Yes,7,66952.32,3746.11
2025-03-21,Cluj,Reach Truck,2,Dealer,Dealer,No,9,33284.39,2612.29
2025-03-21,Constanța,Reach Truck,1,SME,Dealer,Yes,9,16808.77,1297.92
2025-03-21,Iași,Order Picker,2,SME,Direct,Yes,7,22838.86,1308.21
2025-03-21,Timișoara,Pallet Truck,5,Corporate,Direct,Yes,6,27483.3,912.37
2025-03-21,Cluj,Reach Truck,5,Dealer,Direct,No,10,98378.85,3376.62
2025-03-21,Timișoara,Pallet Truck,4,Corporate,Direct,No,9,23116.02,1707.89
2025-03-21,Constanța,Pallet Truck,1,Corporate,Direct,No,10,5699.08,307.23
2025-03-21,Iași,Pallet Truck,5,Dealer,Direct,No,9,27940.57,1466.95
2025-03-21,Timișoara,Order Picker,4,Corporate,Direct,No,6,46647.72,2659.56
2025-03-21,Iași,Reach Truck,1,Corporate,Direct,Yes,7,16461.96,575.59
2025-03-21,Iași,Pallet Truck,4,Corporate,Direct,Yes,8,22217.62,1279.14
2025-03-22,Timișoara,Reach Truck,5,Corporate,Dealer,Yes,6,105275.84,4073.5
2025-03-22,Constanța,Order Picker,3,Corporate,Direct,No,9,33098.96,1303.7
2025-03-22,Cluj,Pallet Truck,2,Dealer,Direct,Yes,6,9007.37,649.74
2025-03-23,Constanța,Pallet Truck,1,Corporate,Direct,No,8,5583.12,411.71
2025-03-23,Timișoara,Pallet Truck,3,Corporate,Dealer,No,9,15220.46,848.07
2025-03-23,Timișoara,Reach Truck,3,SME,Dealer,No,8,59957.28,3339.62
2025-03-23,Constanța,Order Picker,1,Dealer,Direct,No,7,12932.2,1004.01
2025-03-23,Iași,Pallet Truck,5,SME,Direct,Yes,7,25163.13,767.14
2025-03-23,Cluj,Order Picker,1,Dealer,Direct,Yes,6,12848.98,698.91
2025-03-24,Constanța,Order Picker,3,Corporate,Direct,No,7,35766.44,2837.24
2025-03-24,Cluj,Pallet Truck,3,Corporate,Direct,No,7,17754.57,819.93
2025-03-24,Iași,Pallet Truck,4,SME,Dealer,Yes,8,22894.69,989.38
2025-03-24,Cluj,Pallet Truck,3,Corporate,Direct,Yes,9,15066.09,1026.04
2025-03-24,București,Reach Truck,4,Corporate,Dealer,Yes,9,73116.77,5691.68
2025-03-24,Constanța,Reach Truck,2,Dealer,Direct,No,10,32623.83,1787.89
2025-03-24,Timișoara,Pallet Truck,2,Dealer,Direct,Yes,10,9556.97,475.86
2025-03-24,Constanța,Pallet Truck,4,Corporate,Direct,Yes,10,21767.22,873.08
2025-03-24,Cluj,Electric Forklift,4,Corporate,Dealer,No,7,119601.75,5094.03
2025-03-25,Timișoara,Pallet Truck,1,Dealer,Direct,No,7,4517.7,196.18
2025-03-25,București,Order Picker,4,SME,Direct,Yes,8,55012.17,2368.47
2025-03-25,Iași,Reach Truck,1,SME,Dealer,No,10,18203.91,641.33
2025-03-25,Cluj,Reach Truck,4,Corporate,Direct,Yes,10,80926.72,3469.89
2025-03-25,Timișoara,Pallet Truck,2,Corporate,Dealer,No,9,9217.54,389.03
2025-03-26,București,Order Picker,5,Corporate,Direct,Yes,9,64219.51,3564.41
2025-03-26,Cluj,Pallet Truck,3,SME,Direct,Yes,9,15581.46,765.81
2025-03-26,Timișoara,Pallet Truck,5,SME,Direct,No,7,25993.06,1552.28
2025-03-26,Iași,Reach Truck,5,Corporate,Dealer,Yes,10,84092.87,5656.61
2025-03-26,Iași,Electric Forklift,2,Corporate,Dealer,Yes,7,50664.77,2581.82
2025-03-26,Cluj,Order Picker,5,Corporate,Dealer,Yes,7,64367.5,3682.89
2025-03-26,Timișoara,Reach Truck,3,Corporate,Direct,No,9,52866.16,4112.78
2025-03-26,Cluj,Order Picker,3,SME,Direct,Yes,10,39043.25,1720.01
2025-03-26,București,Order Picker,4,Dealer,Direct,Yes,8,50287.69,2187.31
2025-03-26,Timișoara,Electric Forklift,2,Dealer,Direct,Yes,6,46443.72,2980.18
2025-03-27,Cluj,Pallet Truck,1,Corporate,Direct,Yes,8,5920.85,198.95
2025-03-27,Timișoara,Order Picker,4,Corporate,Dealer,Yes,10,43203.57,1516.0
2025-03-27,Cluj,Reach Truck,1,SME,Dealer,Yes,7,18781.44,1272.88
2025-03-27,Timișoara,Electric Forklift,2,Dealer,Direct,Yes,9,49847.74,1814.36
2025-03-28,Cluj,Order Picker,5,Dealer,Direct,No,6,67015.53,4792.83
2025-03-28,Cluj,Order Picker,5,SME,Direct,Yes,7,65951.79,4218.98
2025-03-28,Iași,Pallet Truck,1,Corporate,Dealer,Yes,10,5999.39,301.58
2025-03-28,Iași,Pallet Truck,1,Corporate,Dealer,Yes,10,5357.66,233.09
2025-03-29,Constanța,Reach Truck,1,Corporate,Direct,Yes,6,21580.66,1044.58
2025-03-29,Cluj,Reach Truck,5,Corporate,Dealer,Yes,10,103864.72,4438.83
2025-03-29,Cluj,Order Picker,3,Corporate,Direct,Yes,7,34434.84,2440.51
2025-03-29,Cluj,Reach Truck,4,SME,Direct,Yes,8,81214.31,3721.53
2025-03-29,Cluj,Reach Truck,3,Corporate,Dealer,Yes,9,60140.84,4026.02
2025-03-30,Timișoara,Order Picker,3,Corporate,Direct,Yes,10,37112.8,1208.97
2025-03-30,Cluj,Order Picker,2,Dealer,Direct,Yes,9,25927.36,1302.27
2025-03-31,Constanța,Pallet Truck,3,Dealer,Direct,Yes,10,14506.61,703.39
2025-03-31,Constanța,Order Picker,3,SME,Direct,No,9,39495.06,2435.64
2025-03-31,Iași,Reach Truck,4,Corporate,Direct,No,6,79752.72,5786.58
2025-03-31,Timișoara,Pallet Truck,5,SME,Dealer,Yes,10,28433.2,1948.74
2025-03-31,Cluj,Order Picker,3,Corporate,Direct,No,7,35734.26,1969.5
